Category,Sms,cleaned_text,tokens,filtered_tokens,final_text
scam,"(6,6,6)HABARI EWE MTANZANIA SASA MLANGO UMEFUNGULIWA JIUNGE NAMATAJIRI, BILA KUTOA KAFALA YA BINADAM UTAPEWA MTAJI,ONGEA NA WAKALA WETU:0657538690",habari ewe mtanzania sasa mlango umefunguliwa jiunge namatajiri bila kutoa kafala ya binadam utapewa mtajiongea na wakala wetu,"['habari', 'ewe', 'mtanzania', 'sasa', 'mlango', 'umefunguliwa', 'jiunge', 'namatajiri', 'bila', 'kutoa', 'kafala', 'ya', 'binadam', 'utapewa', 'mtajiongea', 'na', 'wakala', 'wetu']","['habari', 'ewe', 'mtanzania', 'mlango', 'umefunguliwa', 'jiunge', 'namatajiri', 'kutoa', 'kafala', 'binadam', 'utapewa', 'mtajiongea', 'wakala', 'wetu']",habari ewe mtanzania mlango umefunguliwa jiunge namatajiri kutoa kafala binadam utapewa mtajiongea wakala wetu
trust,Watoto wanahitaji msaada wako kwa ajili ya masomo yao.,watoto wanahitaji msaada wako kwa ajili ya masomo yao,"['watoto', 'wanahitaji', 'msaada', 'wako', 'kwa', 'ajili', 'ya', 'masomo', 'yao']","['watoto', 'wanahitaji', 'msaada', 'wako', 'ajili', 'masomo']",watoto wanahitaji msaada wako ajili masomo
scam,"We need urgently Need Staff salary 4,000,000TZS. Reach HR team at: wa.me/2550782435667.",we need urgently need staff salary tzs reach hr team at wame,"['we', 'need', 'urgently', 'need', 'staff', 'salary', 'tzs', 'reach', 'hr', 'team', 'at', 'wame']","['we', 'need', 'urgently', 'need', 'staff', 'salary', 'tzs', 'reach', 'hr', 'team', 'at', 'wame']",we need urgently need staff salary tzs reach hr team at wame
scam,Samahani naomba itume kwenye voda 0689592818 HADIJA LAI.,samahani naomba itume kwenye voda hadija lai,"['samahani', 'naomba', 'itume', 'kwenye', 'voda', 'hadija', 'lai']","['samahani', 'naomba', 'itume', 'voda', 'hadija', 'lai']",samahani naomba itume voda hadija lai
trust,Unajua mpaka kero kaka,unajua mpaka kero kaka,"['unajua', 'mpaka', 'kero', 'kaka']","['unajua', 'mpaka', 'kero', 'kaka']",unajua mpaka kero kaka
scam,TUMIA NAMBA HII (0675259049)KUNITUMIA IYO HELA JINA LITAONYESHA (RAMATUNGU),tumia namba hii kunitumia iyo hela jina litaonyesha ramatungu,"['tumia', 'namba', 'hii', 'kunitumia', 'iyo', 'hela', 'jina', 'litaonyesha', 'ramatungu']","['tumia', 'namba', 'hii', 'kunitumia', 'iyo', 'hela', 'jina', 'litaonyesha', 'ramatungu']",tumia namba hii kunitumia iyo hela jina litaonyesha ramatungu
scam,"Xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu 9 nitakurefund nikifika plx By JUMANNE YASINI MASAKA,ni grp member",xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu nitakurefund nikifika plx by jumanne yasini masakani grp member,"['xorry', 'nipo', 'xafari', 'nina', 'xhida', 'kwel', 'nakuomba', 'unixaidie', 'sh', 'elfu', 'nitakurefund', 'nikifika', 'plx', 'by', 'jumanne', 'yasini', 'masakani', 'grp', 'member']","['xorry', 'nipo', 'xafari', 'nina', 'xhida', 'kwel', 'nakuomba', 'unixaidie', 'sh', 'elfu', 'nitakurefund', 'nikifika', 'plx', 'by', 'jumanne', 'yasini', 'masakani', 'grp', 'member']",xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu nitakurefund nikifika plx by jumanne yasini masakani grp member
scam,au iyo ela nitumie kwenye HaloPesa hii 0789723456 Jina litoke 0789723456.,au iyo ela nitumie kwenye halopesa hii jina litoke,"['au', 'iyo', 'ela', 'nitumie', 'kwenye', 'halopesa', 'hii', 'jina', 'litoke']","['au', 'iyo', 'ela', 'nitumie', 'halopesa', 'hii', 'jina', 'litoke']",au iyo ela nitumie halopesa hii jina litoke
trust,Ningependa kuzungumza nawe kidogo tu.,ningependa kuzungumza nawe kidogo tu,"['ningependa', 'kuzungumza', 'nawe', 'kidogo', 'tu']","['ningependa', 'kuzungumza', 'nawe', 'kidogo']",ningependa kuzungumza nawe kidogo
scam,pesa tuma kwa namba hii 0767274553 jina ALLY ISSA,pesa tuma kwa namba hii jina ally issa,"['pesa', 'tuma', 'kwa', 'namba', 'hii', 'jina', 'ally', 'issa']","['pesa', 'tuma', 'namba', 'hii', 'jina', 'ally', 'issa']",pesa tuma namba hii jina ally issa
trust,Noma sanaaaaaaaaaaah,noma sanaaaaaaaaaaah,"['noma', 'sanaaaaaaaaaaah']","['noma', 'sanaaaaaaaaaaah']",noma sanaaaaaaaaaaah
scam,Iyo ela tuma humu kwenye Tigo 0698018072 Jina lije JENEROZA ROCK BENEDICTO.,iyo ela tuma humu kwenye tigo jina lije jeneroza rock benedicto,"['iyo', 'ela', 'tuma', 'humu', 'kwenye', 'tigo', 'jina', 'lije', 'jeneroza', 'rock', 'benedicto']","['iyo', 'ela', 'tuma', 'humu', 'tigo', 'jina', 'lije', 'jeneroza', 'rock', 'benedicto']",iyo ela tuma humu tigo jina lije jeneroza rock benedicto
trust,"Nimepata kazi mpya, nataka kusherehekea nawe.",nimepata kazi mpya nataka kusherehekea nawe,"['nimepata', 'kazi', 'mpya', 'nataka', 'kusherehekea', 'nawe']","['nimepata', 'kazi', 'mpya', 'nataka', 'kusherehekea', 'nawe']",nimepata kazi mpya nataka kusherehekea nawe
trust,Nimefurahi sana kuona picha zako.,nimefurahi sana kuona picha zako,"['nimefurahi', 'sana', 'kuona', 'picha', 'zako']","['nimefurahi', 'kuona', 'picha', 'zako']",nimefurahi kuona picha zako
scam,0782435667 Jina litakuja MWANAIDI KHAMISI Nitumie kwenye hiyo Airtel,jina litakuja mwanaidi khamisi nitumie kwenye hiyo airtel,"['jina', 'litakuja', 'mwanaidi', 'khamisi', 'nitumie', 'kwenye', 'hiyo', 'airtel']","['jina', 'litakuja', 'mwanaidi', 'khamisi', 'nitumie', 'airtel']",jina litakuja mwanaidi khamisi nitumie airtel
scam,MPIGIE MZEE KHADIJA SUMBAI WA TIBA ASILI. MALI. PETE. NYOTA. UZAZI. KUPANDISHWA CHEO KAZINI. KULUDISHA MALI ILIYOPOTEA. NAMBA 0615810764,mpigie mzee khadija sumbai wa tiba asili mali pete nyota uzazi kupandishwa cheo kazini kuludisha mali iliyopotea namba,"['mpigie', 'mzee', 'khadija', 'sumbai', 'wa', 'tiba', 'asili', 'mali', 'pete', 'nyota', 'uzazi', 'kupandishwa', 'cheo', 'kazini', 'kuludisha', 'mali', 'iliyopotea', 'namba']","['mpigie', 'mzee', 'khadija', 'sumbai', 'tiba', 'asili', 'mali', 'pete', 'nyota', 'uzazi', 'kupandishwa', 'cheo', 'kazini', 'kuludisha', 'mali', 'iliyopotea', 'namba']",mpigie mzee khadija sumbai tiba asili mali pete nyota uzazi kupandishwa cheo kazini kuludisha mali iliyopotea namba
scam,Pesa tuma kwa namba hii 0767274553 jina PETER NYANGE,pesa tuma kwa namba hii jina peter nyange,"['pesa', 'tuma', 'kwa', 'namba', 'hii', 'jina', 'peter', 'nyange']","['pesa', 'tuma', 'namba', 'hii', 'jina', 'peter', 'nyange']",pesa tuma namba hii jina peter nyange
scam,au iyo ela nitumie kwenye AirtelMoney hii 0787-406-889 Jina litoke 0787-406-889.,au iyo ela nitumie kwenye airtelmoney hii jina litoke,"['au', 'iyo', 'ela', 'nitumie', 'kwenye', 'airtelmoney', 'hii', 'jina', 'litoke']","['au', 'iyo', 'ela', 'nitumie', 'airtelmoney', 'hii', 'jina', 'litoke']",au iyo ela nitumie airtelmoney hii jina litoke
scam,Iyo ela tuma humu kwenye airtel 0695567435 Jina lije LINUSI MALALO,iyo ela tuma humu kwenye airtel jina lije linusi malalo,"['iyo', 'ela', 'tuma', 'humu', 'kwenye', 'airtel', 'jina', 'lije', 'linusi', 'malalo']","['iyo', 'ela', 'tuma', 'humu', 'airtel', 'jina', 'lije', 'linusi', 'malalo']",iyo ela tuma humu airtel jina lije linusi malalo
scam,"KARIBU UJIUNGE NA CHAMA CHA (666)FREE'MASON UBADILISHE MAISHA YAKO.MILIKI MALI,PESA(UTAJIRI) MAJUMBA NA MAGARI BILA KAFALA PIGA 0755667788 au 0755667788",karibu ujiunge na chama cha freemason ubadilishe maisha yakomiliki malipesautajiri majumba na magari bila kafala piga au,"['karibu', 'ujiunge', 'na', 'chama', 'cha', 'freemason', 'ubadilishe', 'maisha', 'yakomiliki', 'malipesautajiri', 'majumba', 'na', 'magari', 'bila', 'kafala', 'piga', 'au']","['ujiunge', 'chama', 'freemason', 'ubadilishe', 'maisha', 'yakomiliki', 'malipesautajiri', 'majumba', 'magari', 'kafala', 'piga', 'au']",ujiunge chama freemason ubadilishe maisha yakomiliki malipesautajiri majumba magari kafala piga au
scam,tigo RJSR Imethibitishwa namba yako ya 078 ... imeshinda Tsh120000.00/=million kutoka TUZO POINT ilikupokea pesa yako piga 0698018072 Asante,tigo rjsr imethibitishwa namba yako ya imeshinda tshmillion kutoka tuzo point ilikupokea pesa yako piga asante,"['tigo', 'rjsr', 'imethibitishwa', 'namba', 'yako', 'ya', 'imeshinda', 'tshmillion', 'kutoka', 'tuzo', 'point', 'ilikupokea', 'pesa', 'yako', 'piga', 'asante']","['tigo', 'rjsr', 'imethibitishwa', 'namba', 'yako', 'imeshinda', 'tshmillion', 'tuzo', 'point', 'ilikupokea', 'pesa', 'yako', 'piga', 'asante']",tigo rjsr imethibitishwa namba yako imeshinda tshmillion tuzo point ilikupokea pesa yako piga asante
trust,"Habari za asubuhi baba, kuna kero ya maji nyumbani. Tutaenda kupiga simu kwa mtaa.",habari za asubuhi baba kuna kero ya maji nyumbani tutaenda kupiga simu kwa mtaa,"['habari', 'za', 'asubuhi', 'baba', 'kuna', 'kero', 'ya', 'maji', 'nyumbani', 'tutaenda', 'kupiga', 'simu', 'kwa', 'mtaa']","['habari', 'asubuhi', 'baba', 'kuna', 'kero', 'maji', 'nyumbani', 'tutaenda', 'kupiga', 'simu', 'mtaa']",habari asubuhi baba kuna kero maji nyumbani tutaenda kupiga simu mtaa
scam,Utanitumia kwa hîi halotel 0698945621 j'ina ni HADIJA LAI.,utanitumia kwa hi halotel jina ni hadija lai,"['utanitumia', 'kwa', 'hi', 'halotel', 'jina', 'ni', 'hadija', 'lai']","['utanitumia', 'hi', 'halotel', 'jina', 'hadija', 'lai']",utanitumia hi halotel jina hadija lai
trust,Habari za asubuhi?,habari za asubuhi,"['habari', 'za', 'asubuhi']","['habari', 'asubuhi']",habari asubuhi
scam,"Mpigie Mzee JUMANNE YASINI MASAKA kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0615810764",mpigie mzee jumanne yasini masaka kwa tiba asili miliki maliutajiri petekazikesimasomo mapenzikilimoufugajibiashara piga,"['mpigie', 'mzee', 'jumanne', 'yasini', 'masaka', 'kwa', 'tiba', 'asili', 'miliki', 'maliutajiri', 'petekazikesimasomo', 'mapenzikilimoufugajibiashara', 'piga']","['mpigie', 'mzee', 'jumanne', 'yasini', 'masaka', 'tiba', 'asili', 'miliki', 'maliutajiri', 'petekazikesimasomo', 'mapenzikilimoufugajibiashara', 'piga']",mpigie mzee jumanne yasini masaka tiba asili miliki maliutajiri petekazikesimasomo mapenzikilimoufugajibiashara piga
trust,Tafadhali usisahau kunijulisha maendeleo,tafadhali usisahau kunijulisha maendeleo,"['tafadhali', 'usisahau', 'kunijulisha', 'maendeleo']","['usisahau', 'kunijulisha', 'maendeleo']",usisahau kunijulisha maendeleo
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0699137921 UKIWA TAYARI KUJIUNGA,friimason timiza ndoto kumiliki pesa majumba na magari ya kifahari pia kuza biashara vipaji nyota na pete tupigie simu ukiwa tayari kujiunga,"['friimason', 'timiza', 'ndoto', 'kumiliki', 'pesa', 'majumba', 'na', 'magari', 'ya', 'kifahari', 'pia', 'kuza', 'biashara', 'vipaji', 'nyota', 'na', 'pete', 'tupigie', 'simu', 'ukiwa', 'tayari', 'kujiunga']","['friimason', 'timiza', 'ndoto', 'kumiliki', 'pesa', 'majumba', 'magari', 'kifahari', 'kuza', 'biashara', 'vipaji', 'nyota', 'pete', 'tupigie', 'simu', 'ukiwa', 'tayari', 'kujiunga']",friimason timiza ndoto kumiliki pesa majumba magari kifahari kuza biashara vipaji nyota pete tupigie simu ukiwa tayari kujiunga
scam,Iyo hela itume humu kwenye tigo 0747878264 jina lije SALOME KALUNGA.,iyo hela itume humu kwenye tigo jina lije salome kalunga,"['iyo', 'hela', 'itume', 'humu', 'kwenye', 'tigo', 'jina', 'lije', 'salome', 'kalunga']","['iyo', 'hela', 'itume', 'humu', 'tigo', 'jina', 'lije', 'salome', 'kalunga']",iyo hela itume humu tigo jina lije salome kalunga
scam,Naomba unitumie iyo ela kwenye namba hii ya airtel 0617488472. jina (ALLY ISSA),naomba unitumie iyo ela kwenye namba hii ya airtel jina ally issa,"['naomba', 'unitumie', 'iyo', 'ela', 'kwenye', 'namba', 'hii', 'ya', 'airtel', 'jina', 'ally', 'issa']","['naomba', 'unitumie', 'iyo', 'ela', 'namba', 'hii', 'airtel', 'jina', 'ally', 'issa']",naomba unitumie iyo ela namba hii airtel jina ally issa
trust,Ningependa kujua kama uko tayari kwa sherehe ya harusi ya rafiki yetu.,ningependa kujua kama uko tayari kwa sherehe ya harusi ya rafiki yetu,"['ningependa', 'kujua', 'kama', 'uko', 'tayari', 'kwa', 'sherehe', 'ya', 'harusi', 'ya', 'rafiki', 'yetu']","['ningependa', 'kujua', 'uko', 'tayari', 'sherehe', 'harusi', 'rafiki', 'yetu']",ningependa kujua uko tayari sherehe harusi rafiki yetu
scam,"IYO PESA ITUME KWENYE NAMBA HII 0750335946 JINA ITALETA JUMA SIKAREKO NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE",iyo pesa itume kwenye namba hii jina italeta juma sikareko nimeazima simu kwa wakala hapa laini yangu natatizo upande wa kupokea pesa asante,"['iyo', 'pesa', 'itume', 'kwenye', 'namba', 'hii', 'jina', 'italeta', 'juma', 'sikareko', 'nimeazima', 'simu', 'kwa', 'wakala', 'hapa', 'laini', 'yangu', 'natatizo', 'upande', 'wa', 'kupokea', 'pesa', 'asante']","['iyo', 'pesa', 'itume', 'namba', 'hii', 'jina', 'italeta', 'juma', 'sikareko', 'nimeazima', 'simu', 'wakala', 'hapa', 'laini', 'natatizo', 'upande', 'kupokea', 'pesa', 'asante']",iyo pesa itume namba hii jina italeta juma sikareko nimeazima simu wakala hapa laini natatizo upande kupokea pesa asante
scam,MZEE LINUSI MALALO tiba asili biashala kazi masomo utajili kesi kuludisha mke&mume piga (0782734560)(0782734560),mzee linusi malalo tiba asili biashala kazi masomo utajili kesi kuludisha mkemume piga,"['mzee', 'linusi', 'malalo', 'tiba', 'asili', 'biashala', 'kazi', 'masomo', 'utajili', 'kesi', 'kuludisha', 'mkemume', 'piga']","['mzee', 'linusi', 'malalo', 'tiba', 'asili', 'biashala', 'kazi', 'masomo', 'utajili', 'kesi', 'kuludisha', 'mkemume', 'piga']",mzee linusi malalo tiba asili biashala kazi masomo utajili kesi kuludisha mkemume piga
scam,"IYO PESA ITUME KWENYE NAMBA HII 0716484506 JINA ITALETA PEREGIA FILIPO NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE",iyo pesa itume kwenye namba hii jina italeta peregia filipo nimeazima simu kwa wakala hapa laini yangu natatizo upande wa kupokea pesa asante,"['iyo', 'pesa', 'itume', 'kwenye', 'namba', 'hii', 'jina', 'italeta', 'peregia', 'filipo', 'nimeazima', 'simu', 'kwa', 'wakala', 'hapa', 'laini', 'yangu', 'natatizo', 'upande', 'wa', 'kupokea', 'pesa', 'asante']","['iyo', 'pesa', 'itume', 'namba', 'hii', 'jina', 'italeta', 'peregia', 'filipo', 'nimeazima', 'simu', 'wakala', 'hapa', 'laini', 'natatizo', 'upande', 'kupokea', 'pesa', 'asante']",iyo pesa itume namba hii jina italeta peregia filipo nimeazima simu wakala hapa laini natatizo upande kupokea pesa asante
trust,"Bro, kuna movie mpya imeachiwa leo. Je, tutazame weekend?",bro kuna movie mpya imeachiwa leo je tutazame weekend,"['bro', 'kuna', 'movie', 'mpya', 'imeachiwa', 'leo', 'je', 'tutazame', 'weekend']","['bro', 'kuna', 'movie', 'mpya', 'imeachiwa', 'leo', 'je', 'tutazame', 'weekend']",bro kuna movie mpya imeachiwa leo je tutazame weekend
scam,TUMIA NAMBA HII (0781476081)KUNITUMIA IYO HELA JINA LITAONYESHA (LUKA KIMBANGU),tumia namba hii kunitumia iyo hela jina litaonyesha luka kimbangu,"['tumia', 'namba', 'hii', 'kunitumia', 'iyo', 'hela', 'jina', 'litaonyesha', 'luka', 'kimbangu']","['tumia', 'namba', 'hii', 'kunitumia', 'iyo', 'hela', 'jina', 'litaonyesha', 'luka', 'kimbangu']",tumia namba hii kunitumia iyo hela jina litaonyesha luka kimbangu
trust,"Asante kwa msaada wako jana, bila wewe nisingeweza kumaliza kazi ile.",asante kwa msaada wako jana bila wewe nisingeweza kumaliza kazi ile,"['asante', 'kwa', 'msaada', 'wako', 'jana', 'bila', 'wewe', 'nisingeweza', 'kumaliza', 'kazi', 'ile']","['asante', 'msaada', 'wako', 'jana', 'wewe', 'nisingeweza', 'kumaliza', 'kazi', 'ile']",asante msaada wako jana wewe nisingeweza kumaliza kazi ile
trust,Naomba unipigie nikueleze kuhusu safari ya kesho.,naomba unipigie nikueleze kuhusu safari ya kesho,"['naomba', 'unipigie', 'nikueleze', 'kuhusu', 'safari', 'ya', 'kesho']","['naomba', 'unipigie', 'nikueleze', 'kuhusu', 'safari', 'kesho']",naomba unipigie nikueleze kuhusu safari kesho
trust,"Tafadhali angalia pesa kwenye simu yako, nimeshatuma.",tafadhali angalia pesa kwenye simu yako nimeshatuma,"['tafadhali', 'angalia', 'pesa', 'kwenye', 'simu', 'yako', 'nimeshatuma']","['angalia', 'pesa', 'simu', 'yako', 'nimeshatuma']",angalia pesa simu yako nimeshatuma
scam,"TUZO POINT hongera umepata zawadi Sh1,500,000 milioni kutoka (TUZO POINT) piga sim,.0781476081 kupata zawadi  asante",tuzo point hongera umepata zawadi sh milioni kutoka tuzo point piga sim kupata zawadi asante,"['tuzo', 'point', 'hongera', 'umepata', 'zawadi', 'sh', 'milioni', 'kutoka', 'tuzo', 'point', 'piga', 'sim', 'kupata', 'zawadi', 'asante']","['tuzo', 'point', 'hongera', 'umepata', 'zawadi', 'sh', 'milioni', 'tuzo', 'point', 'piga', 'sim', 'kupata', 'zawadi', 'asante']",tuzo point hongera umepata zawadi sh milioni tuzo point piga sim kupata zawadi asante
scam,"IYO PESA ITUME KWENYE NAMBA HII 0675259049 JINA ITALETA HADIJA LAI NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE",iyo pesa itume kwenye namba hii jina italeta hadija lai nimeazima simu kwa wakala hapa laini yangu natatizo upande wa kupokea pesa asante,"['iyo', 'pesa', 'itume', 'kwenye', 'namba', 'hii', 'jina', 'italeta', 'hadija', 'lai', 'nimeazima', 'simu', 'kwa', 'wakala', 'hapa', 'laini', 'yangu', 'natatizo', 'upande', 'wa', 'kupokea', 'pesa', 'asante']","['iyo', 'pesa', 'itume', 'namba', 'hii', 'jina', 'italeta', 'hadija', 'lai', 'nimeazima', 'simu', 'wakala', 'hapa', 'laini', 'natatizo', 'upande', 'kupokea', 'pesa', 'asante']",iyo pesa itume namba hii jina italeta hadija lai nimeazima simu wakala hapa laini natatizo upande kupokea pesa asante
scam,tuma kwenye namba hii ya M-Pesa 0689933027 jina litakuja FEBU SHADI WILISON Ukituma unijulishe,tuma kwenye namba hii ya mpesa jina litakuja febu shadi wilison ukituma unijulishe,"['tuma', 'kwenye', 'namba', 'hii', 'ya', 'mpesa', 'jina', 'litakuja', 'febu', 'shadi', 'wilison', 'ukituma', 'unijulishe']","['tuma', 'namba', 'hii', 'mpesa', 'jina', 'litakuja', 'febu', 'shadi', 'wilison', 'ukituma', 'unijulishe']",tuma namba hii mpesa jina litakuja febu shadi wilison ukituma unijulishe
scam,"Mpigie Mzee LINUSI MALALO kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0695567435",mpigie mzee linusi malalo kwa tiba asili miliki maliutajiri petekazikesimasomo mapenzikilimoufugajibiashara piga,"['mpigie', 'mzee', 'linusi', 'malalo', 'kwa', 'tiba', 'asili', 'miliki', 'maliutajiri', 'petekazikesimasomo', 'mapenzikilimoufugajibiashara', 'piga']","['mpigie', 'mzee', 'linusi', 'malalo', 'tiba', 'asili', 'miliki', 'maliutajiri', 'petekazikesimasomo', 'mapenzikilimoufugajibiashara', 'piga']",mpigie mzee linusi malalo tiba asili miliki maliutajiri petekazikesimasomo mapenzikilimoufugajibiashara piga
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0747878264 AU 0747878264",karibu freemason utimize ndoto katika biashara kilimoufugajimachi mbomichezo nk kwamhitaji kujiunga pg au,"['karibu', 'freemason', 'utimize', 'ndoto', 'katika', 'biashara', 'kilimoufugajimachi', 'mbomichezo', 'nk', 'kwamhitaji', 'kujiunga', 'pg', 'au']","['freemason', 'utimize', 'ndoto', 'biashara', 'kilimoufugajimachi', 'mbomichezo', 'nk', 'kwamhitaji', 'kujiunga', 'pg', 'au']",freemason utimize ndoto biashara kilimoufugajimachi mbomichezo nk kwamhitaji kujiunga pg au
trust,Habari! Uko aje?,habari uko aje,"['habari', 'uko', 'aje']","['habari', 'uko', 'aje']",habari uko aje
trust,"Habari, unaendeleaje? Nilifikiri nikutafute kuhusu wazo letu la biashara.",habari unaendeleaje nilifikiri nikutafute kuhusu wazo letu la biashara,"['habari', 'unaendeleaje', 'nilifikiri', 'nikutafute', 'kuhusu', 'wazo', 'letu', 'la', 'biashara']","['habari', 'unaendeleaje', 'nilifikiri', 'nikutafute', 'kuhusu', 'wazo', 'letu', 'biashara']",habari unaendeleaje nilifikiri nikutafute kuhusu wazo letu biashara
trust,Nahitaji msaada wako kuhamasisha timu kuhusu project mpya tutakaohusiana nao.,nahitaji msaada wako kuhamasisha timu kuhusu project mpya tutakaohusiana nao,"['nahitaji', 'msaada', 'wako', 'kuhamasisha', 'timu', 'kuhusu', 'project', 'mpya', 'tutakaohusiana', 'nao']","['nahitaji', 'msaada', 'wako', 'kuhamasisha', 'timu', 'kuhusu', 'project', 'mpya', 'tutakaohusiana', 'nao']",nahitaji msaada wako kuhamasisha timu kuhusu project mpya tutakaohusiana nao
scam,"Dear, No need to go out work, just at home to earn 170,000TZS a day, please contact us: https://wa.me/2550655251448",dear no need to go out work just at home to earn tzs a day please contact us,"['dear', 'no', 'need', 'to', 'go', 'out', 'work', 'just', 'at', 'home', 'to', 'earn', 'tzs', 'a', 'day', 'please', 'contact', 'us']","['dear', 'no', 'need', 'to', 'go', 'out', 'work', 'just', 'at', 'home', 'to', 'earn', 'tzs', 'a', 'day', 'please', 'contact', 'us']",dear no need to go out work just at home to earn tzs a day please contact us
scam,Utanitumia kwenye ii 0773409724 airtel jina JUMA SIKAREKO namba yangu inadeni usiitumie,utanitumia kwenye ii airtel jina juma sikareko namba yangu inadeni usiitumie,"['utanitumia', 'kwenye', 'ii', 'airtel', 'jina', 'juma', 'sikareko', 'namba', 'yangu', 'inadeni', 'usiitumie']","['utanitumia', 'ii', 'airtel', 'jina', 'juma', 'sikareko', 'namba', 'inadeni', 'usiitumie']",utanitumia ii airtel jina juma sikareko namba inadeni usiitumie
